"APPLICATION","TIPO","TAMANHO","VERTICES INÍCIO","RELEASE 0","EVOLUÇÃO","GINI-ADS-V0","GINI-ADS-V1","GINI-ADS-V2","GINI-ADS-V3","GINI-ADS-V4","GINI-ADS-V5","GINI-ADS-V6","GINI-ADS-V7","GINI-ADS-V8","GINI-ADS-V9","GINI-ADS-V10","GINI-ADS-V11","GINI-ADS-V12","GINI-ADS-V13","GINI-ADS-V14","GINI-ADS-V15","GINI-ADS-V16","GINI-ADS-V17","GINI-ADS-V18","GINI-ADS-V19","GINI-ADS-V20","GINI-AIS-V0","GINI-AIS-V1","GINI-AIS-V2","GINI-AIS-V3","GINI-AIS-V4","GINI-AIS-V5","GINI-AIS-V6","GINI-AIS-V7","GINI-AIS-V8","GINI-AIS-V9","GINI-AIS-V10","GINI-AIS-V11","GINI-AIS-V12","GINI-AIS-V13","GINI-AIS-V14","GINI-AIS-V15","GINI-AIS-V16","GINI-AIS-V17","GINI-AIS-V18","GINI-AIS-V19","GINI-AIS-V20","SCF-V0","SCF-V1","SCF-V2","SCF-V3","SCF-V4","SCF-V5","SCF-V6","SCF-V7","SCF-V8","SCF-V9","SCF-V10","SCF-V11","SCF-V12","SCF-V13","SCF-V14","SCF-V15","SCF-V16","SCF-V17","SCF-V18","SCF-V19","SCF-V20","ADCS-V0","ADCS-V1","ADCS-V2","ADCS-V3","ADCS-V4","ADCS-V5","ADCS-V6","ADCS-V7","ADCS-V8","ADCS-V9","ADCS-V10","ADCS-V11","ADCS-V12","ADCS-V13","ADCS-V14","ADCS-V15","ADCS-V16","ADCS-V17","ADCS-V18","ADCS-V19","ADCS-V20"
"application-2394","BARABASI_ALBERT_GRAPH","BIG","45","NO PROBLEM","WORSEN","0.3204520","0.3204520","0.3194014","0.3199967","0.3207763","0.3230949","0.3250162","0.3250162","0.3241621","0.3241621","0.3236264","0.3225539","0.3237276","0.3237276","0.3247569","0.3249088","0.3263838","0.3263838","0.3283087","0.3283087","0.3315110","0.6590657","0.6590657","0.6654627","0.6679591","0.6728311","0.6762867","0.6775695","0.6775695","0.6842165","0.6842165","0.6850549","0.6868781","0.6884588","0.6884588","0.6900088","0.6917829","0.6924209","0.6924209","0.6923231","0.6923231","0.6989099","0.06785195936139332","0.06785195936139332","0.06390977443609022","0.06321839080459771","0.06186440677966102","0.05913978494623656","0.05721153846153846","0.05721153846153846","0.05456095481670929","0.05456095481670929","0.053830227743271224","0.05242566510172144","0.05027027027027027","0.05027027027027027","0.04828504828504829","0.04787406686140863","0.04660493827160494","0.04660493827160494","0.04591990364348088","0.04591990364348088","0.0427732379979571","3.5283018867924527","3.5283018867924527","3.5789473684210527","3.603448275862069","3.65","3.6666666666666665","3.6615384615384614","3.6615384615384614","3.710144927536232","3.710144927536232","3.7142857142857144","3.7222222222222223","3.72","3.72","3.717948717948718","3.7341772151898733","3.728395061728395","3.728395061728395","3.7195121951219514","3.7195121951219514","3.764044943820225"
"application-2395","BARABASI_ALBERT_GRAPH","BIG","51","NO PROBLEM","WORSEN","0.3333644","0.3333644","0.3333644","0.3344753","0.334375","0.3342255","0.3342255","0.3340323","0.3340323","0.3351318","0.3371365","0.3380503","0.3389101","0.3389101","0.3389101","0.3387725","0.3394437","0.3392529","0.3400691","0.3408405","0.3413992","0.6494874","0.6494874","0.6494874","0.6494771","0.6512153","0.6528939","0.6528939","0.6545161","0.6545161","0.6546251","0.6548399","0.6549457","0.6550503","0.6550503","0.6550503","0.6566613","0.6582807","0.6597673","0.6598116","0.6598560","0.6612894","0.0559588626739262","0.0559588626739262","0.0559588626739262","0.05493863237872589","0.05423728813559322","0.053551912568306013","0.053551912568306013","0.05288207297726071","0.05288207297726071","0.05197132616487455","0.05024038461538462","0.04941724941724942","0.04862053369516056","0.04862053369516056","0.04862053369516056","0.0480684811237928","0.04679089026915114","0.04627766599597585","0.04557902973395931","0.04490106544901065","0.04378378378378378","3.189655172413793","3.189655172413793","3.189655172413793","3.1864406779661016","3.2","3.2131147540983607","3.2131147540983607","3.225806451612903","3.225806451612903","3.2222222222222223","3.2153846153846155","3.212121212121212","3.208955223880597","3.208955223880597","3.208955223880597","3.2205882352941178","3.2285714285714286","3.23943661971831","3.236111111111111","3.232876712328767","3.24"
"application-2396","BARABASI_ALBERT_GRAPH","BIG","50","NO PROBLEM","WORSEN","0.3231702","0.3242636","0.3242636","0.3242636","0.3251064","0.3243946","0.3236902","0.3236902","0.3242410","0.3235565","0.3237260","0.3224502","0.3218225","0.3221592","0.3243121","0.3227804","0.3221975","0.3221975","0.3221975","0.3221975","0.3290142","0.6689044","0.6734109","0.6734109","0.6734109","0.6788871","0.6797895","0.6809164","0.6809164","0.6829934","0.6838049","0.6883876","0.6899783","0.6907434","0.6925330","0.6923985","0.6962474","0.6968698","0.6968698","0.6968698","0.6968698","0.7001978","0.06565656565656566","0.06073446327683616","0.06073446327683616","0.06073446327683616","0.056490384615384616","0.05571095571095571","0.05495251017639077","0.05495251017639077","0.05443371378402107","0.05370843989769821","0.05203442879499218","0.050721954831543875","0.05009009009009009","0.04964912280701755","0.04887218045112782","0.04675925925925926","0.046221017765733216","0.046221017765733216","0.046221017765733216","0.046221017765733216","0.042072409488139825","3.5454545454545454","3.5833333333333335","3.5833333333333335","3.5833333333333335","3.6153846153846154","3.621212121212121","3.626865671641791","3.626865671641791","3.6470588235294117","3.652173913043478","3.6944444444444446","3.7027027027027026","3.7066666666666666","3.723684210526316","3.7142857142857144","3.740740740740741","3.7439024390243905","3.7439024390243905","3.7439024390243905","3.7439024390243905","3.7444444444444445"
"application-2397","BARABASI_ALBERT_GRAPH","BIG","38","NO PROBLEM","WORSEN","0.4081360","0.4081360","0.4081360","0.4081360","0.4083107","0.4083107","0.4075224","0.4075224","0.4075286","0.4057734","0.4051544","0.4051544","0.4051544","0.4045283","0.4037058","0.4033940","0.4033940","0.4033940","0.4033940","0.4029771","0.4007307","0.5632162","0.5632162","0.5632162","0.5632162","0.5691057","0.5691057","0.5717736","0.5717736","0.5770867","0.5906863","0.5924908","0.5924908","0.5924908","0.5942138","0.5996526","0.6032609","0.6032609","0.6032609","0.6032609","0.6069112","0.6154874","0.06289640591966174","0.06289640591966174","0.06289640591966174","0.06289640591966174","0.06212121212121212","0.06212121212121212","0.06086956521739131","0.06086956521739131","0.060129509713228495","0.05647058823529412","0.05542986425339366","0.05542986425339366","0.05542986425339366","0.054426705370101594","0.05286195286195286","0.05227272727272727","0.05227272727272727","0.05227272727272727","0.05227272727272727","0.05169172932330827","0.047858276044420944","2.7045454545454546","2.7045454545454546","2.7045454545454546","2.7045454545454546","2.7333333333333334","2.7333333333333334","2.739130434782609","2.739130434782609","2.765957446808511","2.823529411764706","2.826923076923077","2.826923076923077","2.826923076923077","2.830188679245283","2.8545454545454545","2.875","2.875","2.875","2.875","2.8947368421052633","2.9193548387096775"
"application-2398","BARABASI_ALBERT_GRAPH","BIG","28","NO PROBLEM","WORSEN","0.2346398","0.2346398","0.2346398","0.2346398","0.2364630","0.2364630","0.2380952","0.2380952","0.2380952","0.2380952","0.2380952","0.2476190","0.2563131","0.2563131","0.2563131","0.2642643","0.2648618","0.2656695","0.2656695","0.2656695","0.2731065","0.6530720","0.6530720","0.6530720","0.6530720","0.6562345","0.6562345","0.6591970","0.6591970","0.6591970","0.6591970","0.6591970","0.6595792","0.6603535","0.6603535","0.6603535","0.6610611","0.6635744","0.6673789","0.6673789","0.6673789","0.6716945","0.11895161290322581","0.11895161290322581","0.11895161290322581","0.11895161290322581","0.11553030303030302","0.11553030303030302","0.11229946524064172","0.11229946524064172","0.11229946524064172","0.11229946524064172","0.11229946524064172","0.10840336134453782","0.10476190476190476","0.10476190476190476","0.10476190476190476","0.10135135135135136","0.09886201991465149","0.09716599190283401","0.09716599190283401","0.09716599190283401","0.09268292682926829","3.6875","3.6875","3.6875","3.6875","3.696969696969697","3.696969696969697","3.7058823529411766","3.7058823529411766","3.7058823529411766","3.7058823529411766","3.7058823529411766","3.6857142857142855","3.6666666666666665","3.6666666666666665","3.6666666666666665","3.6486486486486487","3.6578947368421053","3.6923076923076925","3.6923076923076925","3.6923076923076925","3.707317073170732"
"application-2399","BARABASI_ALBERT_GRAPH","BIG","37","NO PROBLEM","WORSEN","0.2386185","0.2386185","0.2386185","0.2413366","0.2439024","0.2439024","0.2463284","0.2463284","0.2486258","0.2486258","0.2508045","0.2508045","0.2508045","0.2508045","0.2567143","0.2602041","0.2602041","0.2633889","0.2633889","0.2648793","0.2676768","0.5813710","0.5813710","0.5813710","0.5839109","0.5863039","0.5863039","0.5885625","0.5885625","0.5906977","0.5906977","0.5927192","0.5927192","0.5927192","0.5927192","0.5981863","0.6014031","0.6014031","0.6043313","0.6043313","0.6056990","0.6082621","0.06612685560053981","0.06612685560053981","0.06612685560053981","0.06474358974358975","0.06341463414634146","0.06341463414634146","0.062137049941927994","0.062137049941927994","0.06090808416389812","0.06090808416389812","0.05972515856236787","0.05972515856236787","0.05972515856236787","0.05972515856236787","0.056429232192414434","0.05442176870748299","0.05442176870748299","0.05254901960784314","0.05254901960784314","0.05165912518853695","0.04996505939902166","2.5128205128205128","2.5128205128205128","2.5128205128205128","2.525","2.5365853658536586","2.5365853658536586","2.5476190476190474","2.5476190476190474","2.558139534883721","2.558139534883721","2.5681818181818183","2.5681818181818183","2.5681818181818183","2.5681818181818183","2.595744680851064","2.6122448979591835","2.6122448979591835","2.627450980392157","2.627450980392157","2.6346153846153846","2.6481481481481484"
"application-2400","BARABASI_ALBERT_GRAPH","BIG","37","NO PROBLEM","WORSEN","0.3422316","0.3422392","0.3430360","0.3435458","0.3445840","0.3452424","0.3452424","0.3452424","0.3448871","0.3467138","0.3472222","0.3480012","0.3487208","0.3487208","0.3484389","0.3477397","0.3484994","0.3484994","0.3484994","0.3484761","0.3494966","0.6306895","0.6334060","0.6384977","0.6431100","0.6433804","0.6459762","0.6459762","0.6459762","0.6482036","0.6485763","0.6507937","0.6509443","0.6510938","0.6510938","0.6529884","0.6568968","0.6571176","0.6571176","0.6571176","0.6608128","0.6626921","0.0774390243902439","0.07607433217189315","0.07171717171717172","0.0678191489361702","0.0663265306122449","0.06392156862745098","0.06392156862745098","0.06392156862745098","0.06297134238310709","0.06044723969252271","0.05844155844155844","0.05733082706766917","0.056261343012704176","0.056261343012704176","0.055523085914669784","0.054098360655737705","0.05314648334214701","0.05314648334214701","0.05314648334214701","0.05096153846153846","0.048726953467954345","3.097560975609756","3.119047619047619","3.1555555555555554","3.1875","3.183673469387755","3.196078431372549","3.196078431372549","3.196078431372549","3.2115384615384617","3.2037037037037037","3.2142857142857144","3.210526315789474","3.206896551724138","3.206896551724138","3.2203389830508473","3.2459016393442623","3.2419354838709675","3.2419354838709675","3.2419354838709675","3.2615384615384615","3.264705882352941"
"application-2401","BARABASI_ALBERT_GRAPH","BIG","33","NO PROBLEM","WORSEN","0.4224442","0.4206627","0.4196708","0.4186741","0.4186741","0.4186741","0.4184956","0.4180980","0.4180980","0.4180980","0.4175359","0.4160757","0.4140644","0.4135198","0.4135198","0.4112187","0.4106238","0.4100245","0.4100245","0.4095687","0.4070603","0.5517039","0.5737806","0.5760188","0.5781513","0.5781513","0.5781513","0.5870330","0.5914440","0.5914440","0.5914440","0.5956160","0.5985259","0.6094166","0.6107226","0.6107226","0.6156174","0.6168616","0.6180516","0.6180516","0.6208771","0.6310528","0.06906906906906907","0.06256921373200443","0.0613107822410148","0.0601010101010101","0.0601010101010101","0.0601010101010101","0.05874190564292322","0.05806737588652482","0.05806737588652482","0.05806737588652482","0.05739795918367347","0.05529411764705883","0.05345911949685535","0.052525252525252523","0.052525252525252523","0.049094097019286964","0.048305084745762714","0.047540983606557376","0.047540983606557376","0.04706504494976203","0.04522144522144522","2.4864864864864864","2.627906976744186","2.6363636363636362","2.6444444444444444","2.6444444444444444","2.6444444444444444","2.702127659574468","2.7291666666666665","2.7291666666666665","2.7291666666666665","2.7551020408163267","2.764705882352941","2.8333333333333335","2.8363636363636364","2.8363636363636364","2.847457627118644","2.85","2.8524590163934427","2.8524590163934427","2.870967741935484","2.9393939393939394"
"application-2402","BARABASI_ALBERT_GRAPH","BIG","50","NO PROBLEM","WORSEN","0.2316157","0.2316157","0.2316157","0.2325901","0.2325901","0.2336310","0.2336310","0.2405288","0.2405288","0.2405288","0.2413201","0.2413201","0.2420635","0.2420635","0.2420635","0.2578125","0.2585378","0.2585378","0.2585378","0.2629207","0.2639659","0.6878690","0.6878690","0.6878690","0.6902230","0.6902230","0.6914683","0.6914683","0.6923612","0.6923612","0.6923612","0.6933473","0.6933473","0.6944444","0.6944444","0.6944444","0.6953125","0.6970899","0.6970899","0.6970899","0.6969857","0.7005330","0.07232704402515723","0.07232704402515723","0.07232704402515723","0.07138047138047138","0.07138047138047138","0.07012987012987013","0.07012987012987013","0.06745311554748941","0.06745311554748941","0.06745311554748941","0.0663354763296318","0.0663354763296318","0.06525423728813559","0.06525423728813559","0.06525423728813559","0.060515873015873016","0.05874125874125874","0.05874125874125874","0.05874125874125874","0.057666214382632294","0.05548654244306418","3.8333333333333335","3.8333333333333335","3.8333333333333335","3.8545454545454545","3.8545454545454545","3.857142857142857","3.857142857142857","3.8448275862068964","3.8448275862068964","3.8448275862068964","3.847457627118644","3.847457627118644","3.85","3.85","3.85","3.8125","3.8181818181818183","3.8181818181818183","3.8181818181818183","3.8059701492537314","3.8285714285714287"
"application-2403","BARABASI_ALBERT_GRAPH","BIG","55","NO PROBLEM","WORSEN","0.2298215","0.2308081","0.234375","0.2359981","0.2381946","0.2395881","0.2402336","0.2408477","0.2458957","0.2458957","0.2463794","0.2463794","0.2474317","0.2492472","0.2534527","0.2578332","0.2615088","0.2615088","0.2648096","0.2648096","0.2719587","0.6920033","0.6928571","0.6977067","0.7003301","0.7044227","0.7059417","0.7066647","0.7073648","0.7078458","0.7078458","0.7084069","0.7084069","0.7103065","0.7131888","0.7133866","0.7147884","0.7151204","0.7151204","0.7149197","0.7149197","0.7181818","0.0663354763296318","0.06525423728813559","0.061507936507936505","0.05990675990675991","0.05775788576300085","0.05613682092555332","0.055359937402190924","0.054604261796042615","0.05297297297297297","0.05297297297297297","0.05228070175438596","0.05228070175438596","0.05111555111555111","0.04878048780487805","0.047475616752725186","0.045843357391071905","0.04468845760980592","0.04468845760980592","0.044069912609238454","0.044069912609238454","0.04050073637702504","3.847457627118644","3.85","3.875","3.893939393939394","3.927536231884058","3.9295774647887325","3.9305555555555554","3.9315068493150687","3.92","3.92","3.9210526315789473","3.9210526315789473","3.9358974358974357","3.951219512195122","3.9404761904761907","3.942528735632184","3.932584269662921","3.932584269662921","3.922222222222222","3.922222222222222","3.9285714285714284"
"application-2404","BARABASI_ALBERT_GRAPH","BIG","56","NO PROBLEM","WORSEN","0.2633422","0.2591898","0.2521256","0.2424242","0.2400773","0.2371843","0.2349855","0.2302308","0.2290965","0.2265859","0.2265859","0.2224146","0.2206897","0.2206897","0.2206897","0.2156463","0.2120875","0.2102227","0.2102227","0.2087302","0.2025560","0.8695896","0.8793448","0.8902333","0.9040404","0.9058658","0.9096480","0.9114466","0.9167535","0.9203143","0.9233841","0.9233841","0.9277585","0.9290986","0.9290986","0.9290986","0.9328798","0.9363843","0.9385628","0.9385628","0.9395833","0.9452031","0.035359438924605496","0.034108937070333155","0.0324009324009324","0.030125195618153366","0.02968036529680365","0.029009009009009008","0.028596491228070176","0.027588445309964297","0.027160493827160494","0.02659418160446665","0.02659418160446665","0.025718194254445964","0.025394279604383854","0.025394279604383854","0.025394279604383854","0.02446941323345818","0.0237260402057036","0.023292273236282194","0.023292273236282194","0.023026315789473683","0.0217433508056688","2.0508474576271185","2.0806451612903225","2.106060606060606","2.138888888888889","2.136986301369863","2.1466666666666665","2.1447368421052633","2.151898734177215","2.1728395061728394","2.180722891566265","2.180722891566265","2.186046511627907","2.1839080459770117","2.1839080459770117","2.1839080459770117","2.1777777777777776","2.182795698924731","2.1894736842105265","2.1894736842105265","2.1875","2.196078431372549"
"application-2405","BARABASI_ALBERT_GRAPH","BIG","33","NO PROBLEM","WORSEN","0.1900472","0.2016580","0.2106618","0.2129630","0.2140163","0.2232704","0.2232704","0.2364899","0.2364899","0.2424684","0.2480702","0.2480702","0.2484959","0.2486854","0.2488612","0.2488612","0.2488612","0.2584197","0.2584197","0.2627999","0.2705699","0.6585157","0.6616541","0.6621324","0.6666667","0.6687618","0.6728193","0.6728193","0.6731061","0.6731061","0.6732264","0.6733333","0.6733333","0.6765148","0.6780080","0.6794415","0.6794415","0.6794415","0.6794041","0.6794041","0.6793770","0.6818111","0.0945945945945946","0.08974358974358974","0.08717948717948718","0.08362369337979095","0.08194905869324474","0.07681159420289856","0.07681159420289856","0.07313829787234043","0.07313829787234043","0.07142857142857142","0.06979591836734694","0.06979591836734694","0.06749622926093514","0.06640058055152395","0.06533892382948987","0.06533892382948987","0.06533892382948987","0.06266233766233766","0.06266233766233766","0.06140350877192982","0.05737704918032787","3.4054054054054053","3.41025641025641","3.4","3.4285714285714284","3.441860465116279","3.4565217391304346","3.4565217391304346","3.4375","3.4375","3.4285714285714284","3.42","3.42","3.4423076923076925","3.452830188679245","3.462962962962963","3.462962962962963","3.462962962962963","3.4464285714285716","3.4464285714285716","3.43859649122807","3.442622950819672"
"application-2406","BARABASI_ALBERT_GRAPH","BIG","49","NO PROBLEM","WORSEN","0.2649662","0.2649662","0.2649662","0.2641383","0.2611876","0.2582788","0.2582788","0.2564397","0.2554004","0.2554004","0.2518210","0.2518210","0.2518210","0.2492651","0.2418121","0.2394000","0.2386657","0.2363434","0.2359184","0.2336838","0.2308842","0.8526671","0.8526671","0.8526671","0.8564417","0.8597246","0.8624520","0.8624520","0.8689074","0.8710428","0.8710428","0.8765175","0.8765175","0.8765175","0.8789788","0.8852158","0.8870573","0.8893113","0.8914437","0.8930612","0.8950605","0.8988792","0.05555555555555555","0.05555555555555555","0.05555555555555555","0.05488215488215488","0.05389610389610389","0.05294486215538847","0.05294486215538847","0.05172413793103448","0.05056497175141243","0.05056497175141243","0.04918032786885246","0.04918032786885246","0.04918032786885246","0.04838709677419355","0.046153846153846156","0.045454545454545456","0.04499561018437226","0.0443307757885763","0.043478260869565216","0.04285714285714286","0.04185692541856925","2.9444444444444446","2.9444444444444446","2.9444444444444446","2.963636363636364","2.9642857142857144","2.9649122807017543","2.9649122807017543","3.0","2.9833333333333334","2.9833333333333334","3.0","3.0","3.0","3.0","3.0","3.0","3.014705882352941","3.0144927536231885","3.0","3.0","3.0136986301369864"
"application-2407","BARABASI_ALBERT_GRAPH","BIG","53","NO PROBLEM","WORSEN","0.4516781","0.4507212","0.4508671","0.4497245","0.4497245","0.4497245","0.4497245","0.4474790","0.4463768","0.4464716","0.4464716","0.4464716","0.4461255","0.4451510","0.4451510","0.4451510","0.4441868","0.4436122","0.4436122","0.4436122","0.4422357","0.5796386","0.5914386","0.5943975","0.5952135","0.5952135","0.5952135","0.5952135","0.5968003","0.5975715","0.6027877","0.6027877","0.6027877","0.6076467","0.6083731","0.6083731","0.6083731","0.6090821","0.6134703","0.6134703","0.6134703","0.6196586","0.04412624196376388","0.041914682539682536","0.04158653846153846","0.041025641025641026","0.041025641025641026","0.041025641025641026","0.041025641025641026","0.03994732221246708","0.039428815004262575","0.03883299798792757","0.03883299798792757","0.03883299798792757","0.03824200913242009","0.03776379118844872","0.03776379118844872","0.03776379118844872","0.0372972972972973","0.036739576213260426","0.036739576213260426","0.036739576213260426","0.03591772151898734","2.559322033898305","2.640625","2.6615384615384614","2.6666666666666665","2.6666666666666665","2.6666666666666665","2.6666666666666665","2.676470588235294","2.681159420289855","2.7183098591549295","2.7183098591549295","2.7183098591549295","2.7534246575342465","2.7567567567567566","2.7567567567567566","2.7567567567567566","2.76","2.792207792207792","2.792207792207792","2.792207792207792","2.8375"
"application-2408","BARABASI_ALBERT_GRAPH","BIG","38","NO PROBLEM","WORSEN","0.2212486","0.2212486","0.2212486","0.2230065","0.2230065","0.2258410","0.2258410","0.2258410","0.2345842","0.2345842","0.2354974","0.2362945","0.2362945","0.2381960","0.2381960","0.2381960","0.2403756","0.2403756","0.2403756","0.2403756","0.2481945","0.6700438","0.6700438","0.6700438","0.6716340","0.6716340","0.6768097","0.6768097","0.6768097","0.6789555","0.6789555","0.6817801","0.6844738","0.6844738","0.6882651","0.6882651","0.6882651","0.6907384","0.6907384","0.6907384","0.6907384","0.6962417","0.08773784355179703","0.08773784355179703","0.08773784355179703","0.08585858585858586","0.08585858585858586","0.08279370952821462","0.08279370952821462","0.08279370952821462","0.07908163265306123","0.07908163265306123","0.07795918367346939","0.07686274509803921","0.07686274509803921","0.07438316400580551","0.07438316400580551","0.07438316400580551","0.07171717171717172","0.07171717171717172","0.07171717171717172","0.07171717171717172","0.06721215663354763","3.772727272727273","3.772727272727273","3.772727272727273","3.7777777777777777","3.7777777777777777","3.8085106382978724","3.8085106382978724","3.8085106382978724","3.795918367346939","3.795918367346939","3.82","3.843137254901961","3.843137254901961","3.8679245283018866","3.8679245283018866","3.8679245283018866","3.8727272727272726","3.8727272727272726","3.8727272727272726","3.8727272727272726","3.8983050847457625"
"application-2409","BARABASI_ALBERT_GRAPH","BIG","26","NO PROBLEM","WORSEN","0.2907738","0.2907738","0.2907738","0.2907738","0.2962963","0.2960591","0.2960591","0.2958333","0.2958333","0.3002487","0.3002487","0.3002487","0.2998630","0.2998630","0.2998630","0.3031522","0.3026442","0.3021212","0.3021212","0.3021212","0.3070659","0.6258929","0.6258929","0.6258929","0.6258929","0.6257015","0.6310345","0.6310345","0.6342593","0.6342593","0.6375881","0.6375881","0.6375881","0.6404384","0.6404384","0.6404384","0.6448692","0.6473399","0.6493939","0.6493939","0.6493939","0.6566851","0.10584677419354839","0.10584677419354839","0.10584677419354839","0.10584677419354839","0.10227272727272728","0.09747899159663866","0.09747899159663866","0.09523809523809523","0.09523809523809523","0.0903271692745377","0.0903271692745377","0.0903271692745377","0.0883940620782726","0.0883940620782726","0.0883940620782726","0.08246225319396051","0.08084163898117387","0.07928118393234672","0.07928118393234672","0.07928118393234672","0.07493061979648474","3.28125","3.28125","3.28125","3.28125","3.272727272727273","3.3142857142857145","3.3142857142857145","3.3333333333333335","3.3333333333333335","3.3421052631578947","3.3421052631578947","3.3421052631578947","3.358974358974359","3.358974358974359","3.358974358974359","3.380952380952381","3.395348837209302","3.409090909090909","3.409090909090909","3.409090909090909","3.4468085106382977"
"application-2410","BARABASI_ALBERT_GRAPH","BIG","54","NO PROBLEM","WORSEN","0.2227273","0.2239275","0.2239275","0.2271635","0.2271635","0.2385737","0.2413899","0.2413899","0.2427029","0.2432903","0.2438488","0.2444879","0.2444879","0.2450705","0.2456008","0.2460825","0.2466270","0.2476403","0.2515337","0.2515337","0.2527178","0.6859307","0.6872689","0.6872689","0.6905997","0.6905997","0.6919101","0.6966177","0.6966177","0.6991626","0.6999247","0.7006644","0.7022582","0.7022582","0.7038012","0.7052958","0.7067443","0.7074206","0.7085630","0.7084042","0.7084042","0.7101968","0.06525423728813559","0.06420765027322405","0.06420765027322405","0.06125992063492063","0.06125992063492063","0.05811849841700588","0.055130784708249496","0.055130784708249496","0.053843226788432265","0.05312847093669011","0.05243243243243243","0.051929824561403506","0.051929824561403506","0.05143540669856459","0.05094905094905095","0.05047062641999351","0.049841772151898736","0.04862993074375188","0.047898912724067","0.047898912724067","0.04623803009575923","3.85","3.8524590163934427","3.8524590163934427","3.859375","3.859375","3.8358208955223883","3.859154929577465","3.859154929577465","3.8767123287671232","3.8783783783783785","3.88","3.8947368421052633","3.8947368421052633","3.909090909090909","3.923076923076923","3.9367088607594938","3.9375","3.9390243902439024","3.927710843373494","3.927710843373494","3.9302325581395348"
"application-2411","BARABASI_ALBERT_GRAPH","BIG","40","NO PROBLEM","WORSEN","0.2886543","0.2944557","0.2956560","0.2956560","0.2986486","0.2986486","0.3053241","0.3053241","0.3076347","0.3090640","0.3104171","0.3104171","0.3109890","0.3109890","0.3109890","0.3134866","0.3146348","0.3146348","0.3146348","0.3151442","0.3197183","0.6100573","0.6168660","0.6204196","0.6204196","0.6248649","0.6248649","0.6291667","0.6291667","0.6329127","0.6379310","0.6387355","0.6387355","0.6410256","0.6410256","0.6410256","0.6424159","0.6430649","0.6430649","0.6430649","0.6451122","0.6537772","0.06712473572938689","0.0633672525439408","0.0625","0.0625","0.060408163265306125","0.060408163265306125","0.055904961565338925","0.055904961565338925","0.05422077922077922","0.052934059286146404","0.05201636469900643","0.05201636469900643","0.05141242937853107","0.05141242937853107","0.05141242937853107","0.04970914859862507","0.048899129544290834","0.048899129544290834","0.048899129544290834","0.04836309523809524","0.04426559356136821","2.8863636363636362","2.9148936170212765","2.9375","2.9375","2.96","2.96","2.962962962962963","2.962962962962963","2.982142857142857","3.0172413793103448","3.016949152542373","3.016949152542373","3.033333333333333","3.033333333333333","3.033333333333333","3.032258064516129","3.0317460317460316","3.0317460317460316","3.0317460317460316","3.046875","3.0985915492957745"
"application-2412","BARABASI_ALBERT_GRAPH","BIG","54","NO PROBLEM","WORSEN","0.1995157","0.2022668","0.2195358","0.2195358","0.2249635","0.2249635","0.2254036","0.2347005","0.2347005","0.2388533","0.2428306","0.2428306","0.2434975","0.2434975","0.2434975","0.2436484","0.2439336","0.2441983","0.2443236","0.2443236","0.2480311","0.6831316","0.6868643","0.6878788","0.6878788","0.6888673","0.6888673","0.6898786","0.6906467","0.6906467","0.6905379","0.6904271","0.6904271","0.6938757","0.6938757","0.6938757","0.6946764","0.6962112","0.6976631","0.6983601","0.6983601","0.7007596","0.061367621274108705","0.058699101004759384","0.054778554778554776","0.054778554778554776","0.05311676909569798","0.05311676909569798","0.052429667519181586","0.050078247261345854","0.050078247261345854","0.049277016742770165","0.04850055534987042","0.04850055534987042","0.04628704628704629","0.04628704628704629","0.04628704628704629","0.045764362220058426","0.044753086419753084","0.043784895680282106","0.04331612162937464","0.04331612162937464","0.04098569969356486","3.559322033898305","3.5806451612903225","3.5606060606060606","3.5606060606060606","3.5588235294117645","3.5588235294117645","3.5652173913043477","3.5555555555555554","3.5555555555555554","3.547945205479452","3.5405405405405403","3.5405405405405403","3.5641025641025643","3.5641025641025643","3.5641025641025643","3.569620253164557","3.580246913580247","3.5903614457831323","3.5952380952380953","3.5952380952380953","3.606741573033708"
"application-2413","BARABASI_ALBERT_GRAPH","BIG","32","NO PROBLEM","WORSEN","0.3039373","0.3039373","0.3039373","0.3050528","0.3050528","0.3090568","0.3090568","0.3125581","0.3125581","0.3162507","0.3162507","0.3156405","0.3156405","0.3150149","0.3208020","0.3208020","0.3215909","0.3209150","0.3202341","0.3195504","0.3230056","0.6414223","0.6414223","0.6414223","0.6455505","0.6455505","0.6484735","0.6484735","0.6511628","0.6511628","0.6513666","0.6513666","0.6536447","0.6536447","0.6558196","0.6580738","0.6580738","0.6615909","0.6638344","0.6653428","0.6674026","0.6706865","0.09317211948790896","0.09317211948790896","0.09317211948790896","0.09176788124156546","0.09176788124156546","0.0871951219512195","0.0871951219512195","0.08305647840531562","0.08305647840531562","0.08086680761099366","0.08086680761099366","0.07929292929292929","0.07929292929292929","0.07777777777777778","0.07270408163265306","0.07270408163265306","0.07183673469387755","0.07058823529411765","0.0693815987933635","0.06821480406386067","0.06599326599326599","3.4473684210526314","3.4473684210526314","3.4473684210526314","3.4871794871794872","3.4871794871794872","3.4878048780487805","3.4878048780487805","3.488372093023256","3.488372093023256","3.477272727272727","3.477272727272727","3.488888888888889","3.488888888888889","3.5","3.489795918367347","3.489795918367347","3.52","3.5294117647058822","3.5384615384615383","3.547169811320755","3.5636363636363635"
